12749,41.69,-74.82
12750,41.73,-74.95
12751,41.68,-74.66
12752,41.68,-74.99
12754,41.80,-74.74
12758,41.89,-74.82
12759,41.77,-74.65
12760,41.85,-75.13
12767,41.84,-75.00
12768,41.85,-74.76
12769,41.63,-74.44
12770,41.44,-74.82
12775,41.62,-74.59
12778,41.66,-74.81
12779,41.71,-74.63
12780,41.44,-74.72
12781,41.62,-74.45
12783,41.75,-74.77
12784,41.66,-74.62
12785,41.50,-74.55
12786,41.67,-74.82
12788,41.75,-74.59
12789,41.71,-74.57
12791,41.80,-74.88
12792,41.52,-74.93
12801,43.31,-73.64
12803,43.29,-73.63
12804,43.34,-73.67
12808,43.72,-73.77
12809,43.23,-73.49
12810,43.48,-73.89
12811,43.61,-74.07
12812,43.87,-74.44
12814,43.55,-73.65
12815,43.71,-73.69
12816,43.02,-73.38
12817,43.63,-73.80
12819,43.63,-73.43
12822,43.24,-73.83
12823,43.17,-73.40
12824,43.51,-73.69
12827,43.41,-73.49
12828,43.26,-73.58
12831,43.19,-73.64
12834,43.08,-73.49
12835,43.30,-74.01
12836,43.74,-73.49
12837,43.46,-73.27
12838,43.35,-73.40
12841,43.64,-73.50
12844,43.51,-73.62
12846,43.32,-73.80
12847,43.97,-74.42
12848,43.10,-73.52
12851,43.78,-73.97
12852,43.97,-74.17
12854,43.50,-73.33
12855,43.98,-73.70
12856,43.73,-74.04
12858,43.90,-73.63
12860,43.69,-73.75
12861,43.75,-73.41
12862,43.73,-73.55
12864,43.72,-74.30
12865,43.17,-73.32
12871,43.10,-73.58
12872,43.88,-73.72
12874,43.70,-73.51
12883,43.84,-73.42
12885,43.50,-73.77
12886,43.64,-73.92
12887,43.56,-73.41
12901,44.69,-73.45
12910,44.89,-73.65
12911,44.50,-73.48
12912,44.47,-73.78
12913,44.42,-74.10
12914,44.93,-74.59
12915,44.86,-74.02
12916,44.83,-74.51
12917,44.90,-74.17
12918,44.66,-73.68
12919,44.98,-73.44
12921,44.88,-73.43
12922,44.28,-74.67
12923,44.95,-73.92
12926,44.93,-74.28
12927,44.22,-74.83
12928,43.95,-73.53
12929,44.72,-73.71
96841,21.30,-157.85
00736,18.11,-66.16
00961,18.41,-66.15
00962,18.43,-66.11
00987,18.40,-65.98
13235,43.04,-76.13
08201,39.42,-74.49
08205,39.48,-74.47
07711,40.23,-74.00
08501,40.17,-74.58
07712,40.22,-74.01
08402,39.33,-74.50
08406,39.34,-74.48
07717,40.19,-74.01
08006,39.75,-74.11
08721,39.91,-74.21
08008,39.55,-74.24
07715,40.17,-74.02
08723,40.06,-74.11
08302,39.42,-75.22
08203,39.41,-74.36
08016,40.07,-74.85
08104,39.93,-75.10
08107,39.90,-75.08
08108,39.91,-75.07
08109,39.94,-75.05
08110,39.96,-75.05
08204,38.94,-74.90
08212,38.93,-74.96
08002,39.90,-74.99
08510,40.19,-74.42
07722,40.28,-74.16
08512,40.31,-74.51
08515,40.15,-74.66
07723,40.24,-73.99
08313,39.49,-75.21
08315,39.22,-75.13
07724,40.29,-74.05
08215,39.56,-74.59
08318,39.59,-75.17
07726,40.29,-74.36
07727,40.19,-74.17
08731,39.84,-74.19
07728,40.25,-74.27
08028,39.70,-75.11
08030,39.89,-75.11
08323,39.39,-75.36
08033,39.89,-75.03
08035,39.87,-75.06
08037,39.65,-74.77
08038,39.47,-75.45
08520,40.26,-74.52
07733,40.37,-74.17
07731,40.14,-74.19
08527,40.10,-74.35
07734,40.44,-74.13
07735,40.43,-74.20
08043,39.84,-74.95
08733,40.01,-74.32
08759,39.93,-74.39
08048,39.96,-74.80
08050,39.69,-74.25
08736,40.11,-74.03
08051,39.78,-75.17
08053,39.90,-74.92
07747,40.41,-74.23
08055,39.86,-74.82
08332,39.39,-75.05
08057,39.97,-74.94
08059,39.88,-75.09
08060,39.99,-74.78
08054,39.94,-74.90
08062,39.73,-75.22
08344,39.54,-75.01
07757,40.31,-74.02
08230,39.20,-74.71
08069,39.72,-75.46
08535,40.21,-74.44
08232,39.39,-74.51
08234,39.41,-74.58
08742,40.09,-74.04
08348,39.39,-74.88
08540,40.35,-74.65
08550,40.32,-74.62
07702,40.32,-74.05
07704,40.36,-74.03
08551,40.44,-74.82
08075,40.03,-74.95
07760,40.36,-74.00
08079,39.56,-75.47
08750,40.12,-74.03
08243,39.15,-74.69
08752,39.79,-74.09
08080,39.75,-75.09
08031,39.86,-75.09
07762,40.15,-74.02
08085,39.74,-75.31
08757,39.95,-74.18
08611,40.22,-74.76
08087,39.59,-74.32
08088,39.80,-74.62
08360,39.46,-74.99
08092,39.65,-74.28
08093,39.86,-75.13
08260,38.98,-74.82
08270,39.22,-74.80
08096,39.83,-75.15
08098,39.65,-75.32
15295,40.43,-79.88
19190,39.95,-75.16
37934,35.87,-84.17
37544,35.15,-90.05
43194,39.80,-82.96
80023,39.96,-105.02
84129,40.66,-111.93
89105,35.99,-115.09
89067,36.54,-114.44
89087,36.20,-115.12
89555,39.52,-119.81
97089,45.42,-122.45
98189,47.42,-122.25
98194,47.61,-122.33
99530,61.26,-149.97
99557,61.20,-158.60
99722,68.09,-145.57
99723,71.28,-156.78
99785,65.44,-166.56
99565,56.30,-158.49
99574,60.79,-145.61
99731,64.04,-145.73
99576,58.82,-157.86
99583,54.83,-163.65
99586,62.41,-143.41
99741,64.74,-156.85
99589,59.19,-161.71
99602,62.18,-159.84
99812,58.28,-134.40
99748,63.81,-159.67
99918,55.97,-132.74
99919,55.57,-132.39
99612,55.08,-162.32
99549,57.09,-158.26
99613,58.75,-156.54
99545,60.78,-161.79
99757,63.81,-152.25
99926,55.14,-131.49
99634,60.67,-162.01
99762,64.71,-164.62
99765,64.72,-158.11
99650,61.94,-162.88
99657,61.81,-161.44
99591,56.57,-169.63
99660,57.18,-170.26
99774,66.01,-149.07
99692,53.89,-166.53
99623,61.61,-149.58
99784,64.64,-163.73
90189,34.06,-118.25
91199,34.17,-118.12
92344,34.39,-117.39
93737,36.74,-119.65
96910,13.47,144.74
96912,13.51,144.83
96913,13.46,144.79
96915,13.38,144.66
96916,13.26,144.66
96917,13.27,144.74
96919,13.46,144.74
96923,13.43,144.79
96928,13.38,144.65
96929,13.53,144.88
96931,13.48,144.77
96799,-14.27,-170.70
96939,7.51,134.58
96940,7.50,134.50
96944,5.29,162.97
96941,6.85,158.26
96942,7.33,151.80
96943,9.50,138.14
96951,14.15,145.21
96950,15.17,145.75
96952,15.00,145.63
96970,8.78,167.73
96960,7.11,171.18
39854,31.85,-85.04
31059,33.08,-83.30
02204,42.35,-71.06
02207,42.35,-71.05
02216,42.34,-71.07
02238,42.37,-71.11
02239,42.36,-71.10
02269,42.26,-71.00
02301,42.08,-71.02
02322,42.11,-71.03
02324,41.98,-70.97
02327,42.06,-70.80
02330,41.88,-70.76
02333,42.03,-70.95
02334,42.03,-71.10
02337,42.01,-70.96
02338,41.98,-70.86
02341,42.06,-70.85
02343,42.14,-71.00
02344,41.86,-70.90
02345,41.92,-70.56
02347,41.85,-70.95
02350,42.02,-70.84
02351,42.11,-70.95
02355,41.91,-70.79
02356,42.05,-71.10
02358,42.09,-70.78
02361,41.95,-70.66
02364,41.99,-70.71
02366,41.83,-70.72
02367,41.95,-70.81
02368,42.17,-71.05
02379,42.01,-71.00
02381,41.93,-70.59
02420,42.44,-71.23
02445,42.32,-71.14
02447,42.33,-71.13
02451,42.38,-71.24
02456,42.33,-71.20
02457,42.29,-71.26
02459,42.31,-71.19
02460,42.35,-71.20
02461,42.31,-71.20
02462,42.33,-71.25
02464,42.31,-71.22
02465,42.35,-71.22
02466,42.34,-71.24
02467,42.31,-71.16
02468,42.32,-71.23
02471,42.36,-71.17
02474,42.41,-71.16
02475,42.41,-71.18
02478,42.39,-71.18
02479,42.39,-71.17
02481,42.31,-71.27
02482,42.30,-71.28
02492,42.28,-71.24
02493,42.36,-71.26
02532,41.75,-70.61
02534,41.66,-70.61
02535,41.34,-70.74
02536,41.56,-70.55
02537,41.73,-70.43
02538,41.77,-70.64
02539,41.38,-70.53
02540,41.56,-70.62
02541,41.54,-70.60
02543,41.52,-70.66
02552,41.34,-70.73
02553,41.71,-70.60
02554,41.27,-70.10
02556,41.64,-70.63
02558,41.74,-70.66
02559,41.69,-70.63
02561,41.78,-70.53
02562,41.79,-70.53
02563,41.75,-70.49
02564,41.27,-70.00
02565,41.63,-70.64
02573,41.45,-70.60
02575,41.38,-70.67
02601,41.65,-70.29
02630,41.70,-70.30
02631,41.76,-70.08
02632,41.66,-70.34
02633,41.67,-69.96
02635,41.62,-70.44
02636,41.64,-70.34
02637,41.70,-70.24
02638,41.73,-70.20
02639,41.66,-70.13
02642,41.83,-69.96
02643,41.74,-69.98
02644,41.68,-70.50
02645,41.69,-70.07
02646,41.66,-70.06
02647,41.64,-70.30
02648,41.67,-70.40
02649,41.65,-70.48
02650,41.70,-69.95
02652,42.04,-70.09
02653,41.79,-70.00
02655,41.62,-70.38
02659,41.68,-70.02
02660,41.70,-70.15
02661,41.67,-70.04
02662,41.75,-69.99
02663,41.89,-69.98
02664,41.67,-70.20
02666,42.00,-70.06
02670,41.66,-70.16
02671,41.67,-70.11
02672,41.66,-70.33
02675,41.70,-70.22
02702,41.78,-71.06
02703,41.93,-71.29
02712,41.97,-71.18
02713,41.45,-70.80
02714,41.56,-71.00
02715,41.81,-71.11
02717,41.75,-70.97
02718,41.87,-71.01
02719,41.63,-70.90
02720,41.71,-71.10
02725,41.73,-71.15
02738,41.70,-70.76
02739,41.66,-70.80
02740,41.66,-70.93
02743,41.68,-70.90
02747,41.64,-71.00
02748,41.55,-70.98
02760,41.97,-71.33
02764,41.85,-71.15
02766,41.96,-71.18
02767,41.93,-71.04
02771,41.81,-71.33
02777,41.75,-71.18
02779,41.85,-71.08
02780,41.90,-71.09
02790,41.66,-71.10
02791,41.52,-71.07
02801,41.51,-71.16
02802,41.95,-71.45
02804,41.42,-71.78
02808,41.39,-71.75
02809,41.67,-71.27
02812,41.47,-71.64
02813,41.38,-71.65
02814,41.91,-71.70
02815,41.77,-71.66
02816,41.68,-71.66
02817,41.63,-71.65
02818,41.63,-71.50
02823,41.73,-71.54
02824,41.97,-71.55
02826,41.97,-71.69
02827,41.69,-71.74
02829,41.88,-71.61
02831,41.75,-71.56
02832,41.51,-71.72
02833,41.45,-71.78
02836,41.48,-71.68
02838,41.96,-71.47
02841,41.52,-71.30
02854,41.59,-71.45
02858,41.96,-71.64
02859,41.95,-71.70
02861,41.87,-71.37
02865,41.91,-71.45
02871,41.60,-71.25
02872,41.60,-71.31
02873,41.44,-71.77
02874,41.51,-71.44
02875,41.46,-71.67
02877,41.52,-71.54
02878,41.65,-71.20
02879,41.45,-71.51
02881,41.47,-71.52
02882,41.39,-71.48
02883,41.45,-71.50
02885,41.71,-71.26
02886,41.70,-71.42
02891,41.37,-71.81
02892,41.50,-71.59
02895,41.99,-71.50
02898,41.52,-71.67
02901,41.82,-71.41
02911,41.86,-71.45
02915,41.77,-71.35
02916,41.84,-71.35
02917,41.90,-71.53
02919,41.81,-71.46
02920,41.76,-71.48
03031,42.86,-71.61
03032,43.00,-71.34
03033,42.73,-71.66
03034,43.07,-71.27
03036,42.95,-71.25
03037,43.14,-71.21
03038,42.89,-71.28
03041,42.88,-71.27
03042,43.03,-71.07
03043,42.98,-71.80
03045,43.01,-71.60
03046,43.10,-71.59
03047,42.95,-71.85
03048,42.76,-71.79
03049,42.73,-71.58
03051,42.76,-71.43
03052,42.83,-71.46
03054,42.86,-71.48
03055,42.83,-71.66
03060,42.74,-71.49
03073,42.83,-71.22
03076,42.73,-71.31
03077,43.03,-71.17
03079,42.78,-71.20
03086,42.84,-71.73
03087,42.80,-71.30
03101,42.99,-71.45
03106,43.09,-71.45
03110,42.95,-71.50
03215,43.95,-71.50
03218,43.33,-71.29
03220,43.44,-71.47
03221,43.27,-71.96
03222,43.60,-71.74
03223,43.86,-71.63
03224,43.33,-71.56
03225,43.33,-71.23
03226,43.70,-71.22
03227,43.83,-71.47
03231,43.48,-71.76
03233,43.40,-71.94
03234,43.22,-71.33
03235,43.45,-71.66
03237,43.42,-71.41
03238,43.98,-71.90
03240,43.55,-71.94
